Filename,Num_Clusters,FTE
C:\Users\xan37\Downloads\tip_omega_100_Emax_100_IC8_mask5_350ms.csv,5,0.4459114074707031
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC1_mask1_350ms.csv,4,0.4024162292480469
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC1_mask2_350ms.csv,0,0.0
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC1_mask3_350ms.csv,0,0.0
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC1_mask4_350ms.csv,3,0.3124656677246094
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC1_mask5_350ms.csv,1,0.2266845703125
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC2_mask1_350ms.csv,2,0.15682220458984375
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC2_mask2_350ms.csv,4,0.24432754516601562
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC2_mask3_350ms.csv,5,0.3339729309082031
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC2_mask4_350ms.csv,3,0.44628143310546875
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC2_mask5_350ms.csv,6,0.3629722595214844
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC3_mask1_350ms.csv,0,0.3835029602050781
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC3_mask2_350ms.csv,3,0.5031814575195312
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC3_mask3_350ms.csv,0,0.4060516357421875
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC3_mask4_350ms.csv,6,0.22224807739257812
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC3_mask5_350ms.csv,0,0.10110092163085938
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC4_mask1_350ms.csv,0,0.15858078002929688
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC4_mask2_350ms.csv,0,0.15017318725585938
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC4_mask3_350ms.csv,0,0.4885673522949219
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC4_mask4_350ms.csv,0,0.24084091186523438
C:\Users\xan37\Downloads\tip_omega_0_Emax_200_IC4_mask5_350ms.csv,2,0.5039253234863281
